Date,NAV
05-12-1991,36.130001
06-12-1991,36.290001
09-12-1991,36.220001
10-12-1991,36.189999
11-12-1991,36.169998
12-12-1991,36.540001
13-12-1991,36.82
16-12-1991,36.82
17-12-1991,36.669998
18-12-1991,36.73
19-12-1991,36.639999
20-12-1991,37.080002
23-12-1991,37.080002
24-12-1991,38.27
26-12-1991,38.810001
27-12-1991,38.310001
30-12-1991,39.119999
31-12-1991,39.310001
02-01-1992,39.330002
03-01-1992,39.52
06-01-1992,39.41
07-01-1992,39.360001
08-01-1992,39.43
09-01-1992,39.380001
10-01-1992,39.139999
13-01-1992,39.07
14-01-1992,39.650002
15-01-1992,39.689999
16-01-1992,39.450001
17-01-1992,39.509998
20-01-1992,39.509998
21-01-1992,38.93
22-01-1992,39.439999
23-01-1992,39.139999
24-01-1992,39.189999
27-01-1992,39.150002
28-01-1992,39.150002
29-01-1992,38.720001
30-01-1992,38.84
31-01-1992,38.580002
03-02-1992,38.66
04-02-1992,39.080002
05-02-1992,39.09
06-02-1992,39.099998
07-02-1992,38.860001
10-02-1992,39.119999
11-02-1992,39.130001
12-02-1992,39.439999
13-02-1992,39.119999
14-02-1992,39.02
18-02-1992,38.540001
19-02-1992,38.630001
20-02-1992,39.16
21-02-1992,38.93
24-02-1992,39.009998
25-02-1992,38.849998
26-02-1992,39.310001
27-02-1992,39.18
28-02-1992,39.060001
02-03-1992,39.060001
03-03-1992,39.110001
04-03-1992,38.779999
05-03-1992,38.509998
06-03-1992,38.32
09-03-1992,38.41
10-03-1992,38.57
11-03-1992,38.299999
12-03-1992,38.279999
13-03-1992,38.470001
16-03-1992,38.52
17-03-1992,38.830002
18-03-1992,38.790001
19-03-1992,38.849998
20-03-1992,38.98
23-03-1992,38.860001
24-03-1992,38.759998
25-03-1992,38.66
26-03-1992,38.470001
27-03-1992,38.060001
30-03-1992,38.02
31-03-1992,38.09
01-04-1992,38.139999
02-04-1992,37.779999
03-04-1992,37.889999
06-04-1992,38.279999
07-04-1992,37.580002
08-04-1992,37.240002
09-04-1992,37.830002
10-04-1992,38.169998
13-04-1992,38.34
14-04-1992,38.93
15-04-1992,39.299999
16-04-1992,39.279999
20-04-1992,38.720001
21-04-1992,38.740002
22-04-1992,38.700001
23-04-1992,38.869999
24-04-1992,38.630001
27-04-1992,38.580002
28-04-1992,38.650002
29-04-1992,38.919998
30-04-1992,39.200001
01-05-1992,38.970001
04-05-1992,39.400002
05-05-1992,39.400002
06-05-1992,39.400002
07-05-1992,39.349998
08-05-1992,39.369999
11-05-1992,39.610001
12-05-1992,39.41
13-05-1992,39.43
14-05-1992,39.119999
15-05-1992,38.830002
18-05-1992,39.119999
19-05-1992,39.459999
20-05-1992,39.369999
21-05-1992,39.099998
22-05-1992,39.25
26-05-1992,39.009998
27-05-1992,39.080002
28-05-1992,39.509998
29-05-1992,39.389999
01-06-1992,39.580002
02-06-1992,39.240002
03-06-1992,39.34
04-06-1992,39.220001
05-06-1992,39.240002
08-06-1992,39.23
09-06-1992,38.93
10-06-1992,38.669998
11-06-1992,38.84
12-06-1992,38.91
15-06-1992,38.959999
16-06-1992,38.779999
17-06-1992,38.200001
18-06-1992,38.080002
19-06-1992,38.34
22-06-1992,38.310001
23-06-1992,38.369999
24-06-1992,38.150002
25-06-1992,38.080002
26-06-1992,38.119999
29-06-1992,38.639999
30-06-1992,38.580002
01-07-1992,39.02
02-07-1992,38.91
06-07-1992,39.130001
07-07-1992,38.689999
08-07-1992,38.790001
09-07-1992,39.169998
10-07-1992,39.209999
13-07-1992,39.23
14-07-1992,39.5
15-07-1992,39.439999
16-07-1992,39.490002
17-07-1992,39.310001
20-07-1992,39.139999
21-07-1992,39.130001
22-07-1992,38.869999
23-07-1992,38.98
24-07-1992,38.93
27-07-1992,38.93
28-07-1992,39.5
29-07-1992,39.950001
30-07-1992,40.110001
31-07-1992,40.139999
03-08-1992,40.240002
04-08-1992,40.18
05-08-1992,39.98
06-08-1992,39.84
07-08-1992,39.689999
10-08-1992,39.759998
11-08-1992,39.709999
12-08-1992,39.610001
13-08-1992,39.610001
14-08-1992,39.82
17-08-1992,39.91
18-08-1992,39.970001
19-08-1992,39.68
20-08-1992,39.689999
21-08-1992,39.360001
24-08-1992,38.98
25-08-1992,39.07
26-08-1992,39.25
27-08-1992,39.259998
28-08-1992,39.380001
31-08-1992,39.310001
01-09-1992,39.52
02-09-1992,39.709999
03-09-1992,39.709999
04-09-1992,39.619999
08-09-1992,39.380001
09-09-1992,39.57
10-09-1992,39.91
11-09-1992,39.880001
14-09-1992,40.419998
15-09-1992,39.919998
16-09-1992,39.93
17-09-1992,39.93
18-09-1992,40.220001
21-09-1992,40.150002
22-09-1992,39.669998
23-09-1992,39.700001
24-09-1992,39.599998
25-09-1992,39.209999
28-09-1992,39.43
29-09-1992,39.450001
30-09-1992,39.549999
01-10-1992,39.41
02-10-1992,38.860001
05-10-1992,38.599998
06-10-1992,38.57
07-10-1992,38.290001
08-10-1992,38.630001
09-10-1992,38.139999
12-10-1992,38.59
13-10-1992,38.77
14-10-1992,38.779999
15-10-1992,38.799999
16-10-1992,39
19-10-1992,39.310001
20-10-1992,39.360001
21-10-1992,39.380001
22-10-1992,39.310001
23-10-1992,39.23
26-10-1992,39.630001
27-10-1992,39.66
28-10-1992,39.82
29-10-1992,39.889999
30-10-1992,39.68
02-11-1992,40.07
03-11-1992,39.82
04-11-1992,39.560001
05-11-1992,39.709999
06-11-1992,39.66
09-11-1992,39.75
10-11-1992,39.759998
11-11-1992,40.099998
12-11-1992,40.16
13-11-1992,40.119999
16-11-1992,39.970001
17-11-1992,39.84
18-11-1992,40.18
19-11-1992,40.259998
20-11-1992,40.549999
23-11-1992,40.41
24-11-1992,40.66
25-11-1992,40.810001
27-11-1992,40.91
30-11-1992,41.029999
01-12-1992,40.98
02-12-1992,40.91
03-12-1992,40.91
04-12-1992,41.110001
07-12-1992,41.43
08-12-1992,41.59
09-12-1992,41.48
10-12-1992,41.380001
11-12-1992,41.299999
14-12-1992,41.220001
15-12-1992,41.189999
16-12-1992,41.09
17-12-1992,41.470001
18-12-1992,42.029999
21-12-1992,41.970001
22-12-1992,41.93
23-12-1992,41.810001
24-12-1992,41.900002
28-12-1992,41.849998
29-12-1992,41.18
30-12-1992,41.259998
31-12-1992,41.259998
04-01-1993,40.950001
05-01-1993,40.860001
06-01-1993,40.880001
07-01-1993,40.52
08-01-1993,40.360001
11-01-1993,40.549999
12-01-1993,40.549999
13-01-1993,40.740002
14-01-1993,41.02
15-01-1993,41.130001
18-01-1993,41.110001
19-01-1993,40.950001
20-01-1993,40.779999
21-01-1993,40.98
22-01-1993,41.040001
25-01-1993,41.41
26-01-1993,41.41
27-01-1993,41.240002
28-01-1993,41.290001
29-01-1993,41.299999
01-02-1993,41.66
02-02-1993,41.68
03-02-1993,42.110001
04-02-1993,42.360001
05-02-1993,42.310001
08-02-1993,42.220001
09-02-1993,42
10-02-1993,42.080002
11-02-1993,42.220001
12-02-1993,41.939999
16-02-1993,40.939999
17-02-1993,40.880001
18-02-1993,40.75
19-02-1993,40.970001
22-02-1993,41.080002
23-02-1993,41.040001
24-02-1993,41.619999
25-02-1993,41.759998
26-02-1993,41.860001
01-03-1993,41.740002
02-03-1993,42.299999
03-03-1993,42.439999
04-03-1993,42.259998
05-03-1993,42.16
08-03-1993,42.98
09-03-1993,42.959999
10-03-1993,43.139999
11-03-1993,42.889999
12-03-1993,42.529999
15-03-1993,42.68
16-03-1993,42.68
17-03-1993,42.389999
18-03-1993,42.73
19-03-1993,42.57
22-03-1993,42.439999
23-03-1993,42.43
24-03-1993,42.119999
25-03-1993,42.400002
26-03-1993,42.099998
29-03-1993,42.400002
30-03-1993,42.509998
31-03-1993,42.490002
01-04-1993,42.360001
02-04-1993,41.540001
05-04-1993,41.630001
06-04-1993,41.52
07-04-1993,41.669998
08-04-1993,41.669998
12-04-1993,42.200001
13-04-1993,42.279999
14-04-1993,42.23
15-04-1993,42.209999
16-04-1993,42.259998
19-04-1993,42.119999
20-04-1993,41.900002
21-04-1993,41.759998
22-04-1993,41.369999
23-04-1993,41.139999
26-04-1993,40.82
27-04-1993,41.25
28-04-1993,41.25
29-04-1993,41.330002
30-04-1993,41.459999
03-05-1993,41.68
04-05-1993,41.84
05-05-1993,41.889999
06-05-1993,41.779999
07-05-1993,41.709999
10-05-1993,41.779999
11-05-1993,41.93
12-05-1993,41.970001
13-05-1993,41.450001
14-05-1993,41.5
17-05-1993,41.59
18-05-1993,41.580002
19-05-1993,42.27
20-05-1993,42.560001
21-05-1993,42.110001
24-05-1993,42.32
25-05-1993,42.41
26-05-1993,42.849998
27-05-1993,42.75
28-05-1993,42.560001
01-06-1993,42.900002
02-06-1993,42.919998
03-06-1993,42.790001
04-06-1993,42.560001
07-06-1993,42.34
08-06-1993,42.060001
09-06-1993,42.18
10-06-1993,42.139999
11-06-1993,42.32
14-06-1993,42.369999
15-06-1993,42.23
16-06-1993,42.34
17-06-1993,42.450001
18-06-1993,41.990002
21-06-1993,42.23
22-06-1993,42.200001
23-06-1993,41.73
24-06-1993,42.07
25-06-1993,42.16
28-06-1993,42.57
29-06-1993,42.459999
30-06-1993,42.450001
01-07-1993,42.310001
02-07-1993,42.029999
06-07-1993,41.619999
07-07-1993,41.75
08-07-1993,42.290001
09-07-1993,42.25
12-07-1993,42.330002
13-07-1993,42.25
14-07-1993,42.439999
15-07-1993,42.360001
16-07-1993,42.029999
19-07-1993,42.060001
20-07-1993,42.18
21-07-1993,42.169998
22-07-1993,41.919998
23-07-1993,42.16
26-07-1993,42.360001
27-07-1993,42.279999
28-07-1993,42.18
29-07-1993,42.470001
30-07-1993,42.27
02-08-1993,42.470001
03-08-1993,42.41
04-08-1993,42.34
05-08-1993,42.310001
06-08-1993,42.360001
09-08-1993,42.59
10-08-1993,42.470001
11-08-1993,42.57
12-08-1993,42.43
13-08-1993,42.540001
16-08-1993,42.759998
17-08-1993,42.849998
18-08-1993,43.110001
19-08-1993,43.16
20-08-1993,43.139999
23-08-1993,43.049999
24-08-1993,43.48
25-08-1993,43.52
26-08-1993,43.619999
27-08-1993,43.57
30-08-1993,43.709999
31-08-1993,43.869999
01-09-1993,43.830002
02-09-1993,43.66
03-09-1993,43.68
07-09-1993,43.41
08-09-1993,43.23
09-09-1993,43.330002
10-09-1993,43.73
13-09-1993,43.77
14-09-1993,43.580002
15-09-1993,43.740002
16-09-1993,43.540001
17-09-1993,43.48
20-09-1993,43.130001
21-09-1993,42.93
22-09-1993,43.009998
23-09-1993,43.16
24-09-1993,43.169998
27-09-1993,43.57
28-09-1993,43.540001
29-09-1993,43.41
30-09-1993,43.299999
01-10-1993,43.529999
04-10-1993,43.549999
05-10-1993,43.540001
06-10-1993,43.5
07-10-1993,43.349998
08-10-1993,43.459999
11-10-1993,43.52
12-10-1993,43.540001
13-10-1993,43.57
14-10-1993,44.080002
15-10-1993,44.330002
18-10-1993,44.240002
19-10-1993,44.029999
20-10-1993,44.009998
21-10-1993,43.939999
22-10-1993,43.75
25-10-1993,43.84
26-10-1993,43.860001
27-10-1993,43.889999
28-10-1993,44.18
29-10-1993,44.200001
01-11-1993,44.32
02-11-1993,44.27
03-11-1993,43.759998
04-11-1993,43.25
05-11-1993,43.48
08-11-1993,43.540001
09-11-1993,43.560001
10-11-1993,43.880001
11-11-1993,43.779999
12-11-1993,44.040001
15-11-1993,43.900002
16-11-1993,44.189999
17-11-1993,44.02
18-11-1993,43.900002
19-11-1993,43.810001
22-11-1993,43.48
23-11-1993,43.66
24-11-1993,43.799999
26-11-1993,43.869999
29-11-1993,43.77
30-11-1993,43.759998
01-12-1993,43.779999
02-12-1993,43.900002
03-12-1993,44.07
06-12-1993,44.220001
07-12-1993,44.259998
08-12-1993,44.209999
09-12-1993,44.029999
10-12-1993,44.009998
13-12-1993,44.169998
14-12-1993,43.93
15-12-1993,43.810001
16-12-1993,43.959999
17-12-1993,44.25
20-12-1993,44.200001
21-12-1993,44.139999
22-12-1993,44.34
23-12-1993,44.34
27-12-1993,44.669998
28-12-1993,44.709999
29-12-1993,44.209999
30-12-1993,44.029999
31-12-1993,43.830002
03-01-1994,43.740002
04-01-1994,43.889999
05-01-1994,43.959999
06-01-1994,43.919998
07-01-1994,44.18
10-01-1994,44.68
11-01-1994,44.580002
12-01-1994,44.580002
13-01-1994,44.419998
14-01-1994,44.66
17-01-1994,44.509998
18-01-1994,44.599998
19-01-1994,44.599998
20-01-1994,44.66
21-01-1994,44.639999
24-01-1994,44.389999
25-01-1994,44.290001
26-01-1994,44.509998
27-01-1994,44.869999
28-01-1994,45.029999
31-01-1994,45.310001
01-02-1994,45.130001
02-02-1994,45.360001
03-02-1994,45.240002
04-02-1994,44.240002
07-02-1994,44.43
08-02-1994,44.369999
09-02-1994,44.540001
10-02-1994,44.18
11-02-1994,44.310001
14-02-1994,44.32
15-02-1994,44.549999
16-02-1994,44.57
17-02-1994,44.34
18-02-1994,44.099998
22-02-1994,44.459999
23-02-1994,44.400002
24-02-1994,43.790001
25-02-1994,43.959999
28-02-1994,44.080002
01-03-1994,43.82
02-03-1994,43.880001
03-03-1994,43.709999
04-03-1994,43.880001
07-03-1994,44.09
08-03-1994,43.990002
09-03-1994,44.119999
10-03-1994,43.82
11-03-1994,44.07
14-03-1994,44.150002
15-03-1994,44.119999
16-03-1994,44.349998
17-03-1994,44.5
18-03-1994,44.509998
21-03-1994,44.27
22-03-1994,44.299999
23-03-1994,43.970001
24-03-1994,43.970001
25-03-1994,43.580002
28-03-1994,43.25
29-03-1994,42.490002
30-03-1994,41.84
31-03-1994,41.860001
04-04-1994,41.23
05-04-1994,42.119999
06-04-1994,42.099998
07-04-1994,42.360001
08-04-1994,42.009998
11-04-1994,42.279999
12-04-1994,42.060001
13-04-1994,41.939999
14-04-1994,41.950001
15-04-1994,41.939999
18-04-1994,41.580002
19-04-1994,41.599998
20-04-1994,41.549999
21-04-1994,42.18
22-04-1994,42.080002
25-04-1994,42.560001
26-04-1994,42.490002
28-04-1994,42.23
29-04-1994,42.400002
02-05-1994,42.610001
03-05-1994,42.619999
04-05-1994,42.5
05-05-1994,42.48
06-05-1994,42.150002
09-05-1994,41.669998
10-05-1994,42.009998
11-05-1994,41.59
12-05-1994,41.810001
13-05-1994,41.84
16-05-1994,41.889999
17-05-1994,42.360001
18-05-1994,42.77
19-05-1994,43.029999
20-05-1994,42.900002
23-05-1994,42.740002
24-05-1994,42.900002
25-05-1994,43.060001
26-05-1994,43.130001
27-05-1994,43.16
31-05-1994,43.080002
01-06-1994,43.189999
02-06-1994,43.209999
03-06-1994,43.439999
06-06-1994,43.34
07-06-1994,43.279999
08-06-1994,43.169998
09-06-1994,43.259998
10-06-1994,43.34
13-06-1994,43.389999
14-06-1994,43.689999
15-06-1994,43.52
16-06-1994,43.66
17-06-1994,43.330002
20-06-1994,43.049999
21-06-1994,42.66
22-06-1994,42.599998
23-06-1994,42.279999
24-06-1994,41.650002
27-06-1994,41.650002
28-06-1994,41.98
29-06-1994,42.130001
30-06-1994,41.810001
01-07-1994,41.990002
05-07-1994,42.029999
06-07-1994,42.009998
07-07-1994,42.220001
08-07-1994,42.330002
11-07-1994,42.189999
12-07-1994,42.18
13-07-1994,42.259998
14-07-1994,42.700001
15-07-1994,42.77
18-07-1994,42.77
19-07-1994,42.75
20-07-1994,42.540001
21-07-1994,42.630001
22-07-1994,42.68
25-07-1994,42.790001
26-07-1994,42.720001
27-07-1994,42.639999
28-07-1994,42.799999
29-07-1994,43.18
01-08-1994,43.439999
02-08-1994,43.450001
03-08-1994,43.509998
04-08-1994,43.23
05-08-1994,43.110001
08-08-1994,43.189999
09-08-1994,43.220001
10-08-1994,43.439999
11-08-1994,43.310001
12-08-1994,43.599998
15-08-1994,43.549999
16-08-1994,43.91
17-08-1994,43.919998
18-08-1994,43.740002
19-08-1994,43.790001
22-08-1994,43.669998
23-08-1994,43.880001
24-08-1994,44.310001
25-08-1994,44.220001
26-08-1994,44.779999
29-08-1994,44.849998
30-08-1994,45
31-08-1994,44.939999
01-09-1994,44.740002
02-09-1994,44.529999
06-09-1994,44.619999
07-09-1994,44.540001
08-09-1994,44.740002
09-09-1994,44.290001
12-09-1994,44.110001
13-09-1994,44.240002
14-09-1994,44.360001
15-09-1994,44.919998
16-09-1994,44.580002
19-09-1994,44.57
20-09-1994,43.860001
21-09-1994,43.470001
22-09-1994,43.439999
23-09-1994,43.299999
26-09-1994,43.439999
27-09-1994,43.549999
28-09-1994,43.810001
29-09-1994,43.57
30-09-1994,43.619999
03-10-1994,43.549999
04-10-1994,42.880001
05-10-1994,42.779999
06-10-1994,42.669998
07-10-1994,42.939999
10-10-1994,43.310001
11-10-1994,43.950001
12-10-1994,43.93
13-10-1994,44.139999
14-10-1994,44.259998
17-10-1994,44.25
18-10-1994,44.139999
19-10-1994,44.380001
20-10-1994,44.049999
21-10-1994,43.869999
24-10-1994,43.490002
25-10-1994,43.560001
26-10-1994,43.669998
27-10-1994,43.970001
28-10-1994,44.73
31-10-1994,44.599998
01-11-1994,44.240002
02-11-1994,44.060001
03-11-1994,44.200001
04-11-1994,43.689999
07-11-1994,43.779999
08-11-1994,44.029999
09-11-1994,44.009998
10-11-1994,43.919998
11-11-1994,43.73
14-11-1994,44.09
15-11-1994,44.09
16-11-1994,44.049999
17-11-1994,43.860001
18-11-1994,43.860001
21-11-1994,43.369999
22-11-1994,42.580002
23-11-1994,42.59
25-11-1994,42.59
28-11-1994,43.009998
29-11-1994,43.110001
30-11-1994,42.970001
01-12-1994,42.52
02-12-1994,42.939999
05-12-1994,42.959999
06-12-1994,42.959999
07-12-1994,42.759998
08-12-1994,42.209999
09-12-1994,42.380001
12-12-1994,42.610001
13-12-1994,42.689999
14-12-1994,43.130001
15-12-1994,43.169998
16-12-1994,43.509998
19-12-1994,43.43
20-12-1994,43.349998
21-12-1994,43.59
22-12-1994,43.59
23-12-1994,43.639999
27-12-1994,43.889999
28-12-1994,43.110001
29-12-1994,43.139999
30-12-1994,42.970001
03-01-1995,42.959999
04-01-1995,43.130001
05-01-1995,43.09
06-01-1995,43.119999
09-01-1995,43.139999
10-01-1995,43.220001
11-01-1995,43.23
12-01-1995,43.220001
13-01-1995,43.630001
16-01-1995,43.959999
17-01-1995,44.009998
18-01-1995,43.990002
19-01-1995,43.73
20-01-1995,43.529999
23-01-1995,43.619999
24-01-1995,43.630001
25-01-1995,43.779999
26-01-1995,43.869999
27-01-1995,44.060001
30-01-1995,43.900002
31-01-1995,44.080002
01-02-1995,44.080002
02-02-1995,44.310001
03-02-1995,44.869999
06-02-1995,45.119999
07-02-1995,45.099998
08-02-1995,45.130001
09-02-1995,45.049999
10-02-1995,45.18
13-02-1995,45.209999
14-02-1995,45.299999
15-02-1995,45.490002
16-02-1995,45.490002
17-02-1995,45.259998
21-02-1995,45.330002
22-02-1995,45.560001
23-02-1995,45.740002
24-02-1995,45.860001
27-02-1995,45.459999
28-02-1995,45.790001
01-03-1995,45.650002
02-03-1995,45.59
03-03-1995,45.630001
06-03-1995,45.66
07-03-1995,45.34
08-03-1995,45.419998
09-03-1995,45.450001
10-03-1995,46.060001
13-03-1995,46.110001
14-03-1995,46.369999
15-03-1995,46.279999
16-03-1995,46.610001
17-03-1995,46.619999
20-03-1995,46.68
21-03-1995,46.580002
22-03-1995,46.419998
23-03-1995,46.439999
24-03-1995,46.91
27-03-1995,47.139999
28-03-1995,47.209999
29-03-1995,47.139999
30-03-1995,47.060001
31-03-1995,46.919998
03-04-1995,47.029999
04-04-1995,47.360001
05-04-1995,47.400002
06-04-1995,47.450001
07-04-1995,47.490002
10-04-1995,47.549999
11-04-1995,47.41
12-04-1995,47.560001
13-04-1995,47.759998
17-04-1995,47.470001
18-04-1995,47.41
19-04-1995,47.360001
20-04-1995,47.400002
21-04-1995,47.689999
24-04-1995,48.119999
25-04-1995,48.049999
26-04-1995,48.099998
27-04-1995,48.189999
28-04-1995,48.299999
01-05-1995,48.27
02-05-1995,48.330002
03-05-1995,48.860001
04-05-1995,48.880001
05-05-1995,48.849998
08-05-1995,49.220001
09-05-1995,49.200001
10-05-1995,49.279999
11-05-1995,49.290001
12-05-1995,49.400002
15-05-1995,49.619999
16-05-1995,49.669998
17-05-1995,49.560001
18-05-1995,48.860001
19-05-1995,48.849998
22-05-1995,49.27
23-05-1995,49.73
24-05-1995,49.740002
25-05-1995,49.75
26-05-1995,49.290001
30-05-1995,49.290001
31-05-1995,50.209999
01-06-1995,50.23
02-06-1995,50.150002
05-06-1995,50.43
06-06-1995,50.439999
07-06-1995,50.209999
08-06-1995,50.139999
09-06-1995,49.73
12-06-1995,50.009998
13-06-1995,50.509998
14-06-1995,50.560001
15-06-1995,50.619999
16-06-1995,50.869999
19-06-1995,51.380001
20-06-1995,51.360001
21-06-1995,51.049999
22-06-1995,51.709999
23-06-1995,51.59
26-06-1995,51.07
27-06-1995,50.91
28-06-1995,51.139999
29-06-1995,51.060001
30-06-1995,51.150002
03-07-1995,51.380001
05-07-1995,51.41
06-07-1995,52.049999
07-07-1995,52.279999
10-07-1995,52.360001
11-07-1995,52.130001
12-07-1995,52.709999
13-07-1995,52.720001
14-07-1995,52.610001
17-07-1995,52.880001
18-07-1995,52.490002
19-07-1995,51.779999
20-07-1995,52.029999
21-07-1995,52.040001
24-07-1995,52.32
25-07-1995,52.740002
26-07-1995,52.790001
27-07-1995,53.130001
28-07-1995,52.919998
31-07-1995,52.84
01-08-1995,52.619999
02-08-1995,52.549999
03-08-1995,52.560001
04-08-1995,52.580002
07-08-1995,52.689999
08-08-1995,52.740002
09-08-1995,52.68
10-08-1995,52.48
11-08-1995,52.259998
14-08-1995,52.700001
15-08-1995,52.599998
16-08-1995,52.740002
17-08-1995,52.66
18-08-1995,52.689999
21-08-1995,52.580002
22-08-1995,52.709999
23-08-1995,52.490002
24-08-1995,52.529999
25-08-1995,52.779999
28-08-1995,52.68
29-08-1995,52.77
30-08-1995,52.880001
31-08-1995,52.98
01-09-1995,53.16
05-09-1995,53.669998
06-09-1995,53.779999
07-09-1995,53.779999
08-09-1995,54
11-09-1995,54.130001
12-09-1995,54.369999
13-09-1995,54.610001
14-09-1995,55.07
15-09-1995,55.040001
18-09-1995,55
19-09-1995,55.139999
