Date,NAV
20-09-1995,55.380001
21-09-1995,55.029999
22-09-1995,54.919998
25-09-1995,54.919998
26-09-1995,54.68
27-09-1995,54.669998
28-09-1995,55.119999
29-09-1995,54.990002
02-10-1995,54.740002
03-10-1995,54.790001
04-10-1995,54.720001
05-10-1995,54.84
06-10-1995,54.830002
09-10-1995,54.450001
10-10-1995,54.360001
11-10-1995,54.549999
12-10-1995,54.900002
13-10-1995,55.029999
16-10-1995,54.889999
17-10-1995,55.240002
18-10-1995,55.32
19-10-1995,55.630001
20-10-1995,55.32
23-10-1995,55.09
24-10-1995,55.23
25-10-1995,54.860001
26-10-1995,54.32
27-10-1995,54.599998
30-10-1995,54.950001
31-10-1995,54.790001
01-11-1995,55.049999
02-11-1995,55.580002
03-11-1995,55.66
06-11-1995,55.48
07-11-1995,55.279999
08-11-1995,55.790001
09-11-1995,55.950001
10-11-1995,55.91
13-11-1995,55.880001
14-11-1995,55.610001
15-11-1995,56.049999
16-11-1995,56.380001
17-11-1995,56.630001
20-11-1995,56.34
21-11-1995,56.66
22-11-1995,56.5
24-11-1995,56.639999
27-11-1995,56.779999
28-11-1995,57.259998
29-11-1995,57.389999
30-11-1995,57.189999
01-12-1995,57.349998
04-12-1995,57.98
05-12-1995,58.369999
06-12-1995,58.610001
07-12-1995,58.240002
08-12-1995,58.360001
11-12-1995,58.560001
12-12-1995,58.48
13-12-1995,58.779999
14-12-1995,58.34
15-12-1995,58.279999
18-12-1995,57.389999
19-12-1995,57.869999
20-12-1995,57.310001
21-12-1995,57.740002
22-12-1995,57.18
26-12-1995,57.41
27-12-1995,57.470001
28-12-1995,57.419998
29-12-1995,57.599998
02-01-1996,58.049999
03-01-1996,58.119999
04-01-1996,57.779999
05-01-1996,57.68
08-01-1996,57.860001
09-01-1996,57.029999
10-01-1996,56
11-01-1996,56.400002
12-01-1996,56.32
15-01-1996,56.130001
16-01-1996,56.939999
17-01-1996,56.75
18-01-1996,56.93
19-01-1996,57.27
22-01-1996,57.41
23-01-1996,57.360001
24-01-1996,58.02
25-01-1996,57.759998
26-01-1996,58.18
29-01-1996,58.439999
30-01-1996,58.990002
31-01-1996,59.549999
01-02-1996,59.790001
02-02-1996,59.560001
05-02-1996,60.07
06-02-1996,60.540001
07-02-1996,60.889999
08-02-1996,61.470001
09-02-1996,61.509998
12-02-1996,61.990002
13-02-1996,61.919998
14-02-1996,61.459999
15-02-1996,61.07
16-02-1996,60.77
20-02-1996,60.080002
21-02-1996,60.790001
22-02-1996,61.799999
23-02-1996,61.82
26-02-1996,61.02
27-02-1996,60.720001
28-02-1996,60.490002
29-02-1996,60.099998
01-03-1996,60.470001
04-03-1996,61.09
05-03-1996,61.549999
06-03-1996,61.220001
07-03-1996,61.380001
08-03-1996,59.490002
11-03-1996,60.099998
12-03-1996,59.830002
13-03-1996,59.990002
14-03-1996,60.220001
15-03-1996,60.27
18-03-1996,61.330002
19-03-1996,61.240002
20-03-1996,61.080002
21-03-1996,61.009998
22-03-1996,61.139999
25-03-1996,61.09
26-03-1996,61.110001
27-03-1996,60.740002
28-03-1996,60.75
29-03-1996,60.43
01-04-1996,61.200001
02-04-1996,61.349998
03-04-1996,61.41
04-04-1996,61.419998
08-04-1996,60.349998
09-04-1996,60.16
10-04-1996,59.34
11-04-1996,59.130001
12-04-1996,59.639999
15-04-1996,60.189999
16-04-1996,60.419998
17-04-1996,60.110001
18-04-1996,60.299999
19-04-1996,60.439999
22-04-1996,60.700001
23-04-1996,61.049999
24-04-1996,60.919998
25-04-1996,61.169998
26-04-1996,61.240002
29-04-1996,61.299999
30-04-1996,61.310001
01-05-1996,61.360001
02-05-1996,60.32
03-05-1996,60.150002
06-05-1996,60.09
07-05-1996,59.849998
08-05-1996,60.470001
09-05-1996,60.549999
10-05-1996,61.18
13-05-1996,62.07
14-05-1996,62.470001
15-05-1996,62.459999
16-05-1996,62.41
17-05-1996,62.82
20-05-1996,63.220001
21-05-1996,63.189999
22-05-1996,63.73
23-05-1996,63.5
24-05-1996,63.740002
28-05-1996,63.150002
29-05-1996,62.759998
30-05-1996,63.119999
31-05-1996,62.869999
03-06-1996,62.75
04-06-1996,63.200001
05-06-1996,63.779999
06-06-1996,63.279999
07-06-1996,63.299999
10-06-1996,63.200001
11-06-1996,63.09
12-06-1996,62.939999
13-06-1996,62.830002
14-06-1996,62.639999
17-06-1996,62.580002
18-06-1996,62.279999
19-06-1996,62.27
20-06-1996,62.290001
21-06-1996,62.740002
24-06-1996,62.919998
25-06-1996,62.68
26-06-1996,62.310001
27-06-1996,62.689999
28-06-1996,62.889999
01-07-1996,63.389999
02-07-1996,63.189999
03-07-1996,63.080002
05-07-1996,61.68
08-07-1996,61.23
09-07-1996,61.450001
10-07-1996,61.57
11-07-1996,60.610001
12-07-1996,60.639999
15-07-1996,59.110001
16-07-1996,58.970001
17-07-1996,59.52
18-07-1996,60.41
19-07-1996,59.970001
22-07-1996,59.490002
23-07-1996,58.849998
24-07-1996,58.82
25-07-1996,59.259998
26-07-1996,59.700001
29-07-1996,59.240002
30-07-1996,59.650002
31-07-1996,60.110001
01-08-1996,61.060001
02-08-1996,62.25
05-08-1996,62.029999
06-08-1996,62.23
07-08-1996,62.400002
08-08-1996,62.27
09-08-1996,62.27
12-08-1996,62.580002
13-08-1996,62.080002
14-08-1996,62.259998
15-08-1996,62.290001
16-08-1996,62.57
19-08-1996,62.689999
20-08-1996,62.619999
21-08-1996,62.560001
22-08-1996,63.09
23-08-1996,62.759998
26-08-1996,62.470001
27-08-1996,62.689999
28-08-1996,62.560001
29-08-1996,61.880001
30-08-1996,61.369999
03-09-1996,61.619999
04-09-1996,61.73
05-09-1996,61.16
06-09-1996,61.75
09-09-1996,62.509998
10-09-1996,62.52
11-09-1996,62.849998
12-09-1996,63.240002
13-09-1996,64.129997
16-09-1996,64.470001
17-09-1996,64.370003
18-09-1996,64.239998
19-09-1996,64.379997
20-09-1996,64.760002
23-09-1996,64.709999
24-09-1996,64.620003
25-09-1996,64.43
26-09-1996,64.459999
27-09-1996,64.489998
30-09-1996,64.589996
01-10-1996,64.760002
02-10-1996,65.230003
03-10-1996,65.129997
04-10-1996,65.940002
07-10-1996,66.120003
08-10-1996,65.879997
09-10-1996,65.519997
10-10-1996,65.330002
11-10-1996,65.889999
14-10-1996,66.169998
15-10-1996,66.080002
16-10-1996,66.260002
17-10-1996,66.510002
18-10-1996,66.870003
21-10-1996,66.779999
22-10-1996,66.470001
23-10-1996,66.540001
24-10-1996,66.059998
25-10-1996,65.940002
28-10-1996,65.589996
29-10-1996,66
30-10-1996,65.949997
31-10-1996,66.370003
01-11-1996,66.230003
04-11-1996,66.519997
05-11-1996,67.220001
06-11-1996,68.209999
07-11-1996,68.519997
08-11-1996,68.82
11-11-1996,68.919998
12-11-1996,68.709999
13-11-1996,68.879997
14-11-1996,69.330002
15-11-1996,69.510002
18-11-1996,69.449997
19-11-1996,69.93
20-11-1996,70.120003
21-11-1996,70.010002
22-11-1996,70.57
25-11-1996,71.360001
26-11-1996,71.269997
27-11-1996,71.190002
29-11-1996,71.389999
02-12-1996,71.339996
03-12-1996,70.559998
04-12-1996,70.290001
05-12-1996,70.220001
06-12-1996,69.779999
09-12-1996,70.739998
10-12-1996,70.529999
11-12-1996,69.900002
12-12-1996,68.849998
13-12-1996,68.779999
16-12-1996,68.050003
17-12-1996,68.529999
18-12-1996,69.050003
19-12-1996,70.410004
20-12-1996,69.860001
23-12-1996,69.690002
24-12-1996,70.07
26-12-1996,70.510002
27-12-1996,70.639999
30-12-1996,70.370003
31-12-1996,69.160004
02-01-1997,68.830002
03-01-1997,69.849998
06-01-1997,69.82
07-01-1997,70.339996
08-01-1997,69.919998
09-01-1997,70.510002
10-01-1997,70.949997
13-01-1997,70.959999
14-01-1997,71.830002
15-01-1997,71.68
16-01-1997,71.910004
17-01-1997,72.519997
20-01-1997,72.57
21-01-1997,73.120003
22-01-1997,73.459999
23-01-1997,72.660004
24-01-1997,72
27-01-1997,71.480003
28-01-1997,71.480003
29-01-1997,72.199997
30-01-1997,73.290001
31-01-1997,73.470001
03-02-1997,73.540001
04-02-1997,73.790001
05-02-1997,72.769997
06-02-1997,72.959999
07-02-1997,73.849998
10-02-1997,73.470001
11-02-1997,73.849998
12-02-1997,75.099998
13-02-1997,75.959999
14-02-1997,75.650002
18-02-1997,76.389999
19-02-1997,76.040001
20-02-1997,75.139999
21-02-1997,75.050003
24-02-1997,75.839996
25-02-1997,76.019997
26-02-1997,75.419998
27-02-1997,74.459999
28-02-1997,74.050003
03-03-1997,74.470001
04-03-1997,74.07
05-03-1997,75.120003
06-03-1997,74.82
07-03-1997,75.410004
10-03-1997,76.220001
11-03-1997,76.019997
12-03-1997,75.370003
13-03-1997,74
14-03-1997,74.349998
17-03-1997,74.589996
18-03-1997,74.019997
19-03-1997,73.650002
20-03-1997,73.360001
21-03-1997,73.5
24-03-1997,74.139999
25-03-1997,73.660004
26-03-1997,73.809998
27-03-1997,72.260002
31-03-1997,70.690002
01-04-1997,70.93
02-04-1997,70.050003
03-04-1997,70.059998
04-04-1997,70.769997
07-04-1997,71.169998
08-04-1997,71.57
09-04-1997,71.059998
10-04-1997,70.849998
11-04-1997,68.910004
14-04-1997,69.480003
15-04-1997,70.510002
16-04-1997,71.330002
17-04-1997,71.169998
18-04-1997,71.599998
21-04-1997,71.050003
22-04-1997,72.379997
23-04-1997,72.290001
24-04-1997,72.07
25-04-1997,71.519997
28-04-1997,72.230003
29-04-1997,74.209999
30-04-1997,74.900002
01-05-1997,74.650002
02-05-1997,76
05-05-1997,77.620003
06-05-1997,77.400002
07-05-1997,76.269997
08-05-1997,76.699997
09-05-1997,77.150002
12-05-1997,78.360001
13-05-1997,77.949997
14-05-1997,78.230003
15-05-1997,78.800003
16-05-1997,77.68
19-05-1997,78.010002
20-05-1997,78.800003
21-05-1997,78.589996
22-05-1997,78.25
23-05-1997,79.309998
27-05-1997,79.559998
28-05-1997,79.349998
29-05-1997,79.07
30-05-1997,79.459999
02-06-1997,79.279999
03-06-1997,79.190002
04-06-1997,78.720001
05-06-1997,79.040001
06-06-1997,80.410004
09-06-1997,80.870003
10-06-1997,81.089996
11-06-1997,81.5
12-06-1997,82.830002
13-06-1997,83.739998
16-06-1997,83.800003
17-06-1997,83.849998
18-06-1997,83.360001
19-06-1997,84.199997
20-06-1997,84.260002
23-06-1997,82.370003
24-06-1997,84.040001
25-06-1997,83.080002
26-06-1997,82.610001
27-06-1997,82.949997
30-06-1997,82.730003
01-07-1997,83.309998
02-07-1997,84.540001
03-07-1997,85.75
07-07-1997,85.300003
08-07-1997,85.93
09-07-1997,84.889999
10-07-1997,85.480003
11-07-1997,85.75
14-07-1997,85.919998
15-07-1997,86.610001
16-07-1997,87.620003
17-07-1997,87.160004
18-07-1997,85.620003
21-07-1997,85.400002
22-07-1997,87.379997
23-07-1997,87.620003
24-07-1997,87.970001
25-07-1997,87.830002
28-07-1997,87.620003
29-07-1997,88.160004
30-07-1997,89.120003
31-07-1997,89.32
01-08-1997,88.669998
04-08-1997,88.959999
05-08-1997,89.150002
06-08-1997,89.900002
07-08-1997,89.059998
08-08-1997,87.400002
11-08-1997,87.75
12-08-1997,86.769997
13-08-1997,86.370003
14-08-1997,86.629997
15-08-1997,84.379997
18-08-1997,85.489998
19-08-1997,86.760002
20-08-1997,88.019997
21-08-1997,86.68
22-08-1997,86.540001
25-08-1997,86.220001
26-08-1997,85.540001
27-08-1997,85.629997
28-08-1997,84.690002
29-08-1997,84.309998
02-09-1997,86.959999
03-09-1997,86.989998
04-09-1997,87.279999
05-09-1997,87.110001
08-09-1997,87.32
09-09-1997,87.540001
10-09-1997,86.169998
11-09-1997,85.589996
12-09-1997,86.669998
15-09-1997,86.309998
16-09-1997,88.720001
17-09-1997,88.489998
18-09-1997,88.889999
19-09-1997,89.190002
22-09-1997,89.660004
23-09-1997,89.330002
24-09-1997,88.360001
25-09-1997,87.739998
26-09-1997,88.449997
29-09-1997,89.209999
30-09-1997,88.650002
01-10-1997,89.419998
02-10-1997,89.900002
03-10-1997,90.32
06-10-1997,91.040001
07-10-1997,92.019997
08-10-1997,91.18
09-10-1997,90.879997
10-10-1997,90.550003
13-10-1997,90.639999
14-10-1997,90.849998
15-10-1997,90.419998
16-10-1997,89.440002
17-10-1997,88.400002
20-10-1997,89.470001
21-10-1997,91.040001
22-10-1997,90.690002
23-10-1997,89.029999
24-10-1997,88.18
27-10-1997,82.089996
28-10-1997,86.32
29-10-1997,86.089996
30-10-1997,84.650002
31-10-1997,85.68
03-11-1997,87.970001
04-11-1997,88.129997
05-11-1997,88.330002
06-11-1997,87.900002
07-11-1997,86.919998
10-11-1997,86.339996
11-11-1997,86.580002
12-11-1997,84.93
13-11-1997,85.93
14-11-1997,87.040001
17-11-1997,88.720001
18-11-1997,87.980003
19-11-1997,88.589996
20-11-1997,89.940002
21-11-1997,90.330002
24-11-1997,88.790001
25-11-1997,89.18
26-11-1997,89.279999
28-11-1997,89.620003
01-12-1997,91.449997
02-12-1997,91.169998
03-12-1997,91.660004
04-12-1997,91.330002
05-12-1997,92.32
08-12-1997,92.199997
09-12-1997,91.580002
10-12-1997,91.019997
11-12-1997,89.650002
12-12-1997,89.5
15-12-1997,90.440002
16-12-1997,90.879997
17-12-1997,90.650002
18-12-1997,89.699997
19-12-1997,88.900002
22-12-1997,89.540001
23-12-1997,87.110001
24-12-1997,86.529999
26-12-1997,86.860001
29-12-1997,88.480003
30-12-1997,90.110001
31-12-1997,90.07
02-01-1998,90.5
05-01-1998,90.690002
06-01-1998,89.720001
07-01-1998,89.510002
08-01-1998,88.760002
09-01-1998,86.129997
12-01-1998,87.199997
13-01-1998,88.400002
14-01-1998,88.949997
15-01-1998,88.279999
16-01-1998,89.290001
20-01-1998,90.870003
21-01-1998,90.150002
22-01-1998,89.43
23-01-1998,88.93
26-01-1998,88.870003
27-01-1998,89.989998
28-01-1998,90.790001
29-01-1998,91.540001
30-01-1998,91.07
02-02-1998,93.010002
03-02-1998,93.459999
04-02-1998,93.550003
05-02-1998,93.260002
06-02-1998,94.099998
09-02-1998,93.949997
10-02-1998,94.720001
11-02-1998,94.830002
12-02-1998,95.220001
13-02-1998,94.839996
17-02-1998,95.099998
18-02-1998,95.980003
19-02-1998,95.639999
20-02-1998,96.190002
23-02-1998,96.559998
24-02-1998,95.849998
25-02-1998,97.010002
26-02-1998,97.559998
27-02-1998,97.620003
02-03-1998,97.470001
03-03-1998,97.879997
04-03-1998,97.459999
05-03-1998,96.330002
06-03-1998,98.260002
09-03-1998,97.940002
10-03-1998,99.059998
11-03-1998,99.470001
12-03-1998,99.620003
13-03-1998,99.489998
16-03-1998,100.489998
17-03-1998,100.599998
18-03-1998,101.07
19-03-1998,101.470001
20-03-1998,102.349998
23-03-1998,102.010002
24-03-1998,102.949997
25-03-1998,102.610001
26-03-1998,102.5
27-03-1998,101.629997
30-03-1998,101.449997
31-03-1998,102.209999
01-04-1998,102.82
02-04-1998,103.919998
03-04-1998,104.169998
06-04-1998,104.040001
07-04-1998,102.980003
08-04-1998,102.239998
09-04-1998,103.089996
13-04-1998,103
14-04-1998,103.559998
15-04-1998,103.900002
16-04-1998,102.860001
17-04-1998,104.209999
20-04-1998,104.290001
21-04-1998,104.580002
22-04-1998,104.949997
23-04-1998,103.93
24-04-1998,102.839996
27-04-1998,100.860001
28-04-1998,100.739998
29-04-1998,101.629997
30-04-1998,103.239998
01-05-1998,104.099998
04-05-1998,104.190002
05-05-1998,103.580002
06-05-1998,102.620003
07-05-1998,101.720001
08-05-1998,102.93
11-05-1998,102.809998
12-05-1998,103.690002
13-05-1998,104
14-05-1998,103.860001
15-05-1998,103.059998
18-05-1998,102.800003
19-05-1998,103.150002
20-05-1998,104.040001
21-05-1998,103.629997
22-05-1998,103.25
26-05-1998,101.709999
27-05-1998,101.559998
28-05-1998,102.07
29-05-1998,101.440002
01-06-1998,101.470001
02-06-1998,101.669998
03-06-1998,100.709999
04-06-1998,101.839996
05-06-1998,103.620003
08-06-1998,103.790001
09-06-1998,104.040001
10-06-1998,103.480003
11-06-1998,101.860001
12-06-1998,102.260002
15-06-1998,100.230003
16-06-1998,101.220001
17-06-1998,103.040001
18-06-1998,102.970001
19-06-1998,102.440002
22-06-1998,102.68
23-06-1998,104.199997
24-06-1998,105.449997
25-06-1998,105.120003
26-06-1998,105.220001
29-06-1998,105.720001
30-06-1998,105.300003
01-07-1998,106.68
02-07-1998,106.480003
06-07-1998,107.510002
07-07-1998,107.260002
08-07-1998,108.370003
09-07-1998,107.650002
10-07-1998,108.190002
13-07-1998,108.269997
14-07-1998,109.419998
15-07-1998,109.169998
16-07-1998,110.029999
17-07-1998,110.279999
20-07-1998,110.040001
21-07-1998,108.269997
22-07-1998,108.190002
23-07-1998,105.93
24-07-1998,106.019997
27-07-1998,106.620003
28-07-1998,105.040001
29-07-1998,104.589996
30-07-1998,106.260002
31-07-1998,104.190002
03-08-1998,103.419998
04-08-1998,99.68
05-08-1998,100.559998
06-08-1998,101.330002
07-08-1998,101.309998
10-08-1998,100.730003
11-08-1998,99.440002
12-08-1998,100.870003
13-08-1998,100.010002
14-08-1998,98.870003
17-08-1998,100.830002
18-08-1998,102.470001
19-08-1998,102.190002
20-08-1998,101.589996
21-08-1998,100.629997
24-08-1998,101.269997
25-08-1998,101.709999
26-08-1998,100.910004
27-08-1998,97.040001
28-08-1998,95.629997
31-08-1998,89.110001
01-09-1998,92.57
02-09-1998,92.230003
03-09-1998,91.470001
04-09-1998,90.699997
08-09-1998,95.32
09-09-1998,93.709999
10-09-1998,91.300003
11-09-1998,94
14-09-1998,95.949997
15-09-1998,96.690002
16-09-1998,97.43
17-09-1998,94.959999
18-09-1998,95.07
21-09-1998,95.419998
22-09-1998,95.959999
23-09-1998,99.360001
24-09-1998,97.18
25-09-1998,97.099998
28-09-1998,97.5
29-09-1998,97.529999
30-09-1998,94.559998
01-10-1998,91.730003
02-10-1998,93.25
05-10-1998,91.940002
06-10-1998,91.580002
07-10-1998,90.32
08-10-1998,89.279999
09-10-1998,91.599998
12-10-1998,92.830002
13-10-1998,92.57
14-10-1998,93.57
15-10-1998,97.480003
16-10-1998,98.309998
19-10-1998,98.860001
20-10-1998,99.010002
21-10-1998,99.57
22-10-1998,100.370003
23-10-1998,99.639999
26-10-1998,99.790001
27-10-1998,99.139999
28-10-1998,99.419998
29-10-1998,101.089996
30-10-1998,102.279999
02-11-1998,103.480003
03-11-1998,103.410004
04-11-1998,104.150002
05-11-1998,105.57
06-11-1998,106.25
09-11-1998,105.260002
10-11-1998,105.089996
11-11-1998,104.419998
12-11-1998,104.129997
13-11-1998,104.900002
16-11-1998,104.900002
17-11-1998,106.169998
18-11-1998,106.669998
19-11-1998,107.43
20-11-1998,108.449997
23-11-1998,110.75
24-11-1998,110.269997
25-11-1998,110.639999
27-11-1998,111.169998
30-11-1998,108.489998
01-12-1998,109.580002
02-12-1998,109.230003
03-12-1998,107.269997
04-12-1998,109.739998
07-12-1998,110.760002
08-12-1998,110.18
09-12-1998,110.389999
10-12-1998,108.669998
11-12-1998,108.82
14-12-1998,106.459999
15-12-1998,108.480003
16-12-1998,108.400002
17-12-1998,110.099998
18-12-1998,110.849998
21-12-1998,112.25
22-12-1998,111.5
23-12-1998,113.82
24-12-1998,113.610001
28-12-1998,113.550003
29-12-1998,115.089996
30-12-1998,114.18
31-12-1998,113.949997
04-01-1999,113.879997
05-01-1999,115.43
06-01-1999,118
07-01-1999,117.769997
08-01-1999,118.269997
11-01-1999,117.230003
12-01-1999,114.970001
13-01-1999,114.5
14-01-1999,112.440002
15-01-1999,115.32
19-01-1999,116.129997
20-01-1999,116.580002
21-01-1999,114.580002
22-01-1999,113.660004
25-01-1999,114.480003
26-01-1999,116.18
27-01-1999,115.339996
28-01-1999,117.410004
29-01-1999,118.739998
01-02-1999,118.120003
02-02-1999,117.099998
03-02-1999,118.050003
04-02-1999,115.879997
05-02-1999,115.029999
08-02-1999,115.449997
09-02-1999,112.889999
10-02-1999,113.599998
11-02-1999,116.440002
12-02-1999,114.220001
16-02-1999,115.309998
17-02-1999,113.660004
18-02-1999,114.900002
19-02-1999,115.080002
22-02-1999,118.139999
23-02-1999,118.050003
24-02-1999,116.410004
25-02-1999,115.650002
26-02-1999,115.029999
01-03-1999,114.839996
02-03-1999,113.849998
03-03-1999,114.080002
04-03-1999,115.849998
05-03-1999,118.529999
08-03-1999,119.209999
09-03-1999,118.940002
10-03-1999,119.599998
11-03-1999,120.639999
12-03-1999,120.349998
15-03-1999,121.529999
16-03-1999,121.449997
17-03-1999,120.660004
18-03-1999,122.410004
19-03-1999,120.800003
22-03-1999,120.589996
23-03-1999,117.349998
24-03-1999,117.949997
25-03-1999,119.940002
26-03-1999,118.550003
29-03-1999,121.089996
30-03-1999,120.230003
31-03-1999,118.900002
01-04-1999,119.580002
05-04-1999,122.120003
06-04-1999,121.82
07-04-1999,122.68
08-04-1999,124.260002
09-04-1999,124.660004
12-04-1999,125.620003
13-04-1999,124.800003
14-04-1999,122.830002
15-04-1999,122.309998
16-04-1999,121.949997
19-04-1999,119.230003
20-04-1999,120.769997
21-04-1999,123.550003
22-04-1999,125.650002
23-04-1999,125.459999
26-04-1999,125.760002
27-04-1999,126.010002
28-04-1999,124.919998
29-04-1999,124.190002
30-04-1999,123.480003
03-05-1999,125.279999
04-05-1999,123.190002
05-05-1999,124.629997
06-05-1999,123.230003
07-05-1999,124.419998
10-05-1999,123.989998
11-05-1999,125.410004
12-05-1999,126.220001
13-05-1999,126.550003
14-05-1999,123.790001
17-05-1999,123.949997
18-05-1999,123.389999
19-05-1999,124.400002
20-05-1999,123.910004
21-05-1999,123.120003
24-05-1999,120.93
25-05-1999,118.870003
26-05-1999,120.779999
27-05-1999,118.650002
28-05-1999,120.529999
01-06-1999,119.839996
02-06-1999,119.910004
03-06-1999,120.349998
04-06-1999,122.970001
07-06-1999,123.599998
08-06-1999,122.010002
09-06-1999,122.139999
10-06-1999,120.669998
11-06-1999,119.849998
14-06-1999,119.879997
15-06-1999,120.550003
16-06-1999,123.260002
17-06-1999,124.139999
18-06-1999,124.410004
21-06-1999,124.989998
22-06-1999,123.779999
23-06-1999,123.519997
24-06-1999,121.919998
25-06-1999,121.5
28-06-1999,122.989998
29-06-1999,124.849998
30-06-1999,126.830002
01-07-1999,127.599998
02-07-1999,128.550003
06-07-1999,128.279999
07-07-1999,129.020004
08-07-1999,128.889999
09-07-1999,129.710007
12-07-1999,129.320007
13-07-1999,128.809998
14-07-1999,129.240005
15-07-1999,130.300003
16-07-1999,131.149994
19-07-1999,130.119995
20-07-1999,127.300003
21-07-1999,127.510002
22-07-1999,125.82
23-07-1999,125.440002
26-07-1999,124.589996
27-07-1999,125.980003
28-07-1999,126.230003
29-07-1999,124
30-07-1999,122.860001
02-08-1999,122.800003
03-08-1999,122.260002
04-08-1999,120.720001
05-08-1999,121.510002
06-08-1999,120.290001
09-08-1999,120.07
10-08-1999,118.57
11-08-1999,120.489998
12-08-1999,120.150002
13-08-1999,122.879997
16-08-1999,123.169998
17-08-1999,124.410004
18-08-1999,123.370003
19-08-1999,122.519997
20-08-1999,123.720001
23-08-1999,125.910004
24-08-1999,126.220001
25-08-1999,127.910004
26-08-1999,126.080002
27-08-1999,124.82
30-08-1999,122.589996
31-08-1999,122.25
01-09-1999,123.269997
02-09-1999,122.160004
03-09-1999,125.699997
07-09-1999,125.080002
08-09-1999,124.5
09-09-1999,124.830002
10-09-1999,125.199997
13-09-1999,124.529999
14-09-1999,123.800003
15-09-1999,122.110001
16-09-1999,122.160004
17-09-1999,123.730003
20-09-1999,123.739998
21-09-1999,121.160004
22-09-1999,121.43
23-09-1999,118.639999
24-09-1999,118.010002
27-09-1999,118.550003
28-09-1999,118.480003
29-09-1999,117.220001
30-09-1999,118.550003
01-10-1999,118.559998
04-10-1999,120.580002
05-10-1999,120.279999
06-10-1999,122.519997
07-10-1999,121.809998
08-10-1999,123.510002
11-10-1999,123.43
12-10-1999,121.379997
13-10-1999,118.839996
14-10-1999,118.650002
15-10-1999,115.32
18-10-1999,115.940002
19-10-1999,116.610001
20-10-1999,119.220001
21-10-1999,118.68
22-10-1999,120.349998
25-10-1999,119.610001
26-10-1999,118.519997
27-10-1999,119.900002
28-10-1999,124.150002
29-10-1999,126.050003
01-11-1999,125.230003
02-11-1999,124.639999
03-11-1999,125.32
04-11-1999,126.040001
05-11-1999,126.739998
08-11-1999,127.379997
09-11-1999,126.330002
10-11-1999,127.099998
11-11-1999,127.839996
12-11-1999,129.199997
15-11-1999,129.050003
16-11-1999,131.429993
17-11-1999,130.580002
18-11-1999,131.899994
19-11-1999,131.630005
22-11-1999,131.529999
23-11-1999,130.029999
24-11-1999,131.179993
26-11-1999,131.139999
29-11-1999,130.350006
30-11-1999,128.600006
01-12-1999,129.449997
02-12-1999,130.5
03-12-1999,132.75
06-12-1999,131.839996
07-12-1999,130.600006
08-12-1999,130.160004
09-12-1999,130.550003
10-12-1999,131.380005
13-12-1999,131.229996
14-12-1999,130.119995
15-12-1999,131.070007
16-12-1999,131.580002
17-12-1999,131.789993
20-12-1999,131.520004
21-12-1999,132.940002
22-12-1999,133.199997
23-12-1999,134.309998
27-12-1999,134.199997
28-12-1999,134.25
29-12-1999,134.800003
30-12-1999,134.889999
31-12-1999,135.330002
03-01-2000,134.039993
04-01-2000,128.910004
05-01-2000,129.160004
06-01-2000,129.309998
07-01-2000,132.809998
10-01-2000,134.300003
11-01-2000,132.550003
12-01-2000,131.970001
13-01-2000,133.589996
14-01-2000,135.009995
18-01-2000,134.089996
19-01-2000,134.160004
20-01-2000,133.210007
21-01-2000,132.820007
24-01-2000,129.149994
25-01-2000,129.929993
26-01-2000,129.389999
27-01-2000,128.889999
28-01-2000,125.360001
31-01-2000,128.520004
01-02-2000,129.889999
02-02-2000,129.889999
03-02-2000,131.360001
04-02-2000,131.300003
07-02-2000,131.279999
08-02-2000,132.899994
09-02-2000,130.160004
10-02-2000,130.630005
11-02-2000,127.910004
14-02-2000,128.169998
15-02-2000,129.289993
16-02-2000,127.980003
17-02-2000,128.029999
18-02-2000,124.150002
22-02-2000,124.699997
23-02-2000,125.5
24-02-2000,124.839996
25-02-2000,123
28-02-2000,124.379997
29-02-2000,126.07
01-03-2000,127.279999
02-03-2000,127.510002
03-03-2000,130.039993
06-03-2000,128.410004
07-03-2000,125.110001
08-03-2000,126.150002
09-03-2000,129.380005
10-03-2000,128.770004
13-03-2000,127.720001
14-03-2000,125.470001
15-03-2000,128.520004
16-03-2000,134.649994
17-03-2000,135.220001
20-03-2000,134.5
21-03-2000,137.940002
22-03-2000,138.559998
23-03-2000,141.029999
24-03-2000,140.740005
27-03-2000,140.399994
28-03-2000,138.919998
29-03-2000,139.009995
30-03-2000,137.110001
31-03-2000,138.080002
03-04-2000,138.770004
04-04-2000,137.740005
05-04-2000,137.070007
06-04-2000,138.389999
07-04-2000,139.770004
10-04-2000,138.669998
11-04-2000,138.320007
12-04-2000,135.25
13-04-2000,132.789993
14-04-2000,125.07
17-04-2000,129.190002
18-04-2000,132.899994
19-04-2000,131.610001
20-04-2000,132.259995
24-04-2000,131.830002
25-04-2000,136.210007
26-04-2000,134.699997
27-04-2000,135.070007
28-04-2000,133.929993
01-05-2000,135.389999
02-05-2000,133.360001
03-05-2000,130.5
04-05-2000,130
05-05-2000,132.130005
08-05-2000,131.369995
09-05-2000,130.259995
10-05-2000,127.610001
11-05-2000,129.910004
12-05-2000,131.130005
15-05-2000,134.029999
16-05-2000,135.300003
17-05-2000,133.619995
18-05-2000,132.649994
19-05-2000,129.869995
22-05-2000,129.309998
23-05-2000,126.830002
24-05-2000,129.160004
25-05-2000,127.540001
